district_id,province,district,yuzey_alani_km2,tesvik_bolgesi,kayit_sayisi
TR-4e30782eae,ISPARTA,SÜTÇÜLER,1235,2.0,365
TR-f7cb2f2f08,ISPARTA,ULUBORLU,240,2.0,365
TR-e48e84ba1b,ISPARTA,YALVAÇ,1402,2.0,365
TR-347feb61db,ISPARTA,YENİŞARBADEMLİ,237,2.0,365
TR-0f2acc036e,ISPARTA,ŞARKİKARAAĞAÇ,1068,2.0,365
TR-3b7dd926cc,IĞDIR,ARALIK,852,6.0,365
TR-4f78ac5a7d,IĞDIR,IĞDIR,0,6.0,365
TR-2571499491,IĞDIR,KARAKOYUNLU,269,6.0,365
TR-b88a265d2b,IĞDIR,TUZLUCA,1270,6.0,365
TR-212ab222b4,KAHRAMANMARAŞ,AFŞİN,1502,5.0,365
TR-993c43bb3e,KAHRAMANMARAŞ,ANDIRIN,1202,5.0,365
TR-99f0e58b63,KAHRAMANMARAŞ,EKİNÖZÜ,656,5.0,365
TR-d8033bd2da,KAHRAMANMARAŞ,ELBİSTAN,2201,5.0,365
TR-5b39ad51c4,KAHRAMANMARAŞ,GÖKSUN,1942,5.0,365
TR-6c6065dc51,KAHRAMANMARAŞ,KAHRAMANMARAŞ,0,5.0,365
TR-29f1f719a9,KAHRAMANMARAŞ,NURHAK,1028,5.0,365
TR-6ac3e9e827,KAHRAMANMARAŞ,PAZARCIK,1253,5.0,365
TR-b27caaf22f,KAHRAMANMARAŞ,TÜRKOĞLU,660,5.0,365
TR-5bcbf3d882,KAHRAMANMARAŞ,ÇAĞLIYANCERİT,0,5.0,365
TR-01dd4e4074,KARABÜK,EFLANİ,674,3.0,365
TR-2d16be145d,KARABÜK,ESKİPAZAR,754,3.0,365
TR-f73c6979a4,KARABÜK,KARABÜK,0,3.0,365
TR-8246cc4fd7,KARABÜK,OVACIK,398,3.0,365
TR-8cb2c77b75,KARABÜK,SAFRANBOLU,750,3.0,365
TR-18f44b5c43,KARABÜK,YENİCE,777,3.0,365
TR-30968483a0,KARAMAN,AYRANCI,2245,3.0,365
TR-d301cd1953,KARAMAN,BAŞYAYLA,141,3.0,365
TR-6338774885,KARAMAN,ERMENEK,1242,3.0,365
TR-e8504bd2c3,KARAMAN,KARAMAN,0,3.0,365
TR-8ab5addeb0,KARAMAN,KAZIMKARABEKİR,0,3.0,365
TR-47989c3a99,KARAMAN,SARIVELİLER,590,3.0,365
TR-648516c1e8,KARS,AKYAKA,417,6.0,365
TR-feab3d4625,KARS,ARPAÇAY,1165,6.0,365
TR-d30f111ea3,KARS,DİGOR,1092,6.0,365
TR-8748f6e493,KARS,KARS,0,6.0,365
TR-d2f76f1949,KARS,KAĞIZMAN,1871,6.0,365
TR-c9aae557cd,KARS,SARIKAMIŞ,2038,6.0,365
TR-264bf4dbf7,KARS,SELİM,982,6.0,365
TR-5010f28cfa,KARS,SUSUZ,578,6.0,365
TR-a6caa60f8c,KASTAMONU,ABANA,28,4.0,365
TR-4d69c43ef1,KASTAMONU,ARAÇ,1446,4.0,365
TR-23ffc01fc7,KASTAMONU,AZDAVAY,759,4.0,365
TR-3162663cee,KASTAMONU,AĞLI,225,4.0,365
TR-26cca610f8,KASTAMONU,BOZKURT,308,4.0,365
TR-bf3d453e10,KASTAMONU,CİDE,652,4.0,365
TR-af30454a96,KASTAMONU,DADAY,843,4.0,365
TR-02108b59c0,KASTAMONU,DEVREKANİ,0,4.0,365
TR-9a6d692b63,KASTAMONU,DOĞANYURT,193,4.0,365
TR-d81b1cd047,KASTAMONU,HANÖNÜ(GÖKÇEAĞAÇ),0,4.0,365
TR-c337c6ba4c,KASTAMONU,KASTAMONU,0,4.0,365
TR-dd2d1c49ae,KASTAMONU,KÜRE,406,4.0,365
TR-0d3fca166f,KASTAMONU,PINARBAŞI,546,4.0,365
TR-097221b3ce,KASTAMONU,SEYDİLER,233,4.0,365
TR-0f4a048253,KASTAMONU,TAŞKÖPRÜ,1758,4.0,365
TR-b27b09221a,KASTAMONU,TOSYA,1302,4.0,365
TR-4ef2d64c94,KASTAMONU,ÇATALZEYTİN,272,4.0,365
TR-e11d8282bc,KASTAMONU,İHSANGAZİ,445,4.0,365
TR-b6c46b385b,KASTAMONU,İNEBOLU,417,4.0,365
TR-8972ec9f1c,KASTAMONU,ŞENPAZAR,252,4.0,365
TR-aa05ecd0e0,KAYSERİ,AKKIŞLA,371,2.0,365
TR-2481345cd5,KAYSERİ,BÜNYAN,1210,2.0,365
TR-6cafea5b64,KAYSERİ,DEVELİ,1892,2.0,365
TR-1ef6fd27e5,KAYSERİ,FELAHİYE,444,2.0,365
TR-f92aae1020,KAYSERİ,HACILAR,187,2.0,365
TR-d191d000f4,KAYSERİ,KOCASİNAN,1471,2.0,365
TR-b968c282d8,KAYSERİ,MELİKGAZİ,668,2.0,365
TR-0f0a2e4e63,KAYSERİ,PINARBAŞI,3418,2.0,365
TR-bb727fc1f1,KAYSERİ,SARIOĞLAN,642,2.0,365
TR-b17f961f62,KAYSERİ,SARIZ,1173,2.0,365
TR-6d1d7121a0,KAYSERİ,TALAS,444,2.0,365
TR-bb66cbac86,KAYSERİ,TOMARZA,1405,2.0,365
TR-b259be51b5,KAYSERİ,YAHYALI,1587,2.0,365
TR-d69eb2a3b2,KAYSERİ,YEŞİLHİSAR,913,2.0,365
TR-3a03b896b4,KAYSERİ,ÖZVATAN(ÇUKUR),0,2.0,365
TR-94f9c71e8b,KAYSERİ,İNCESU,874,2.0,365
TR-7fdea2fd65,KIRIKKALE,BAHŞİLİ,266,4.0,365
TR-210202798e,KIRIKKALE,BALIŞEYH,623,4.0,365
TR-8931cc3cc0,KIRIKKALE,DELİCE,970,4.0,365
TR-496605ce57,KIRIKKALE,KARAKEÇİLİ,137,4.0,365
TR-f99b499600,KIRIKKALE,KESKİN,1129,4.0,365
TR-4e643cfa33,KIRIKKALE,KIRIKKALE,0,4.0,365
TR-a50d3d77c4,KIRIKKALE,SULAKYURT,708,4.0,365
TR-f6a976aca2,KIRIKKALE,YAHŞİHAN,304,4.0,365
TR-22d238bb57,KIRIKKALE,ÇELEBİ,223,4.0,365
TR-5bd9d9b899,KIRKLARELİ,BABAESKİ,670,2.0,365
TR-11e4517c3f,KIRKLARELİ,DEMİRKÖY,893,2.0,365
TR-7cf34f014c,KIRKLARELİ,KIRKLARELİ,0,2.0,365
TR-f0bc63fc86,KIRKLARELİ,KOFÇAZ,545,2.0,365
TR-b2bf8b2962,KIRKLARELİ,LÜLEBURGAZ,1016,2.0,365
TR-027ad7a8a8,KIRKLARELİ,PEHLİVANKÖY,104,2.0,365
TR-229245abbf,KIRKLARELİ,PINARHİSAR,518,2.0,365
TR-69295f1f94,KIRKLARELİ,VİZE,1090,2.0,365
TR-86e0390020,KIRŞEHİR,AKPINAR,582,4.0,365
TR-9ace4c8775,KIRŞEHİR,AKÇAKENT,370,4.0,365
TR-3f25fe77d9,KIRŞEHİR,BOZTEPE,747,4.0,365
TR-1bc3e53eac,KIRŞEHİR,KAMAN,1284,4.0,365
TR-4ced676c07,KIRŞEHİR,KIRŞEHİR,0,4.0,365
TR-d76a8de994,KIRŞEHİR,MUCUR,992,4.0,365
TR-28742aa732,KIRŞEHİR,ÇİÇEKDAĞI,891,4.0,365
TR-a25436b53f,KOCAELİ,BAŞİSKELE,209,1.0,365
TR-e0926a3962,KOCAELİ,DARICA,23,1.0,365
TR-16992674d6,KOCAELİ,DERİNCE,198,1.0,365
TR-0a99ff4798,KOCAELİ,DİLOVASI,125,1.0,365
TR-de69454a64,KOCAELİ,GEBZE,418,1.0,365
TR-7f98c9de0f,KOCAELİ,GÖLCÜK,217,1.0,365
TR-5f838d038e,KOCAELİ,KANDIRA,840,1.0,365
TR-7ab4126e04,KOCAELİ,KARAMÜRSEL,262,1.0,365
TR-d7e9726e62,KOCAELİ,KARTEPE,301,1.0,365
TR-1485416c8d,KOCAELİ,KÖRFEZ(TÜTÜNÇİFTLİK),0,1.0,365
TR-91507d1404,KOCAELİ,ÇAYIROVA,23,1.0,365
TR-114fa678d7,KOCAELİ,İZMİT,480,1.0,365
TR-988631d9da,KONYA,AHIRLI,325,2.0,365
TR-1536d7cc89,KONYA,AKÖREN,640,2.0,365
TR-4f71b26d5e,KONYA,AKŞEHİR,895,2.0,365
TR-f66eb917e7,KONYA,ALTINEKİN,1312,2.0,365
TR-2a96f5ef59,KONYA,BEYŞEHİR,2054,2.0,365
TR-a67d1d4082,KONYA,BOZKIR,1105,2.0,365
TR-d5982b5f39,KONYA,CİHANBEYLİ,3702,2.0,365
TR-d99d8d7f93,KONYA,DERBENT,359,2.0,365
TR-c74378dc6c,KONYA,DEREBUCAK,451,2.0,365
TR-af7cc70bd2,KONYA,DOĞANHİSAR,482,2.0,365
TR-04e565eb1e,KONYA,EMİRGAZİ,798,2.0,365
TR-a00421d6bc,KONYA,EREĞLİ,2214,2.0,365
TR-d9a5c6f66e,KONYA,GÜNEYSINIR,482,2.0,365
TR-c484a0abb7,KONYA,HADİM,1165,2.0,365
TR-9fa43010ae,KONYA,HALKAPINAR,605,2.0,365
TR-9e1fe45114,KONYA,HÜYÜK,443,2.0,365
TR-ea48bbb5d9,KONYA,ILGIN,1636,2.0,365
TR-4c4406ba80,KONYA,KADINHANI,1568,2.0,365
TR-b4d5c51541,KONYA,KARAPINAR,2623,2.0,365
TR-9a4839bf54,KONYA,KARATAY,2832,2.0,365
TR-53d80c19e0,KONYA,KULU,2234,2.0,365
TR-30849b1c8d,KONYA,MERAM,1822,2.0,365
TR-6edd5020c4,KONYA,SARAYÖNÜ,1620,2.0,365
TR-e7b55f7bf7,KONYA,SELÇUKLU,1931,2.0,365
TR-068b98094c,KONYA,SEYDİŞEHİR,1458,2.0,365
TR-b9758137c3,KONYA,TAŞKENT,457,2.0,365
TR-365d71c6ee,KONYA,TUZLUKÇU,704,2.0,365
TR-bee7c052c7,KONYA,YALIHÜYÜK,94,2.0,365
TR-3139ee61a8,KONYA,YUNAK,2101,2.0,365
TR-21efe03ee6,KONYA,ÇELTİK,640,2.0,365
TR-656c45a74e,KONYA,ÇUMRA,2089,2.0,365
TR-db369459ae,KÜTAHYA,ALTINTAŞ,941,4.0,365
TR-9f7f8b6fbc,KÜTAHYA,ASLANAPA,731,4.0,365
TR-3bb49be437,KÜTAHYA,DOMANİÇ,539,4.0,365
TR-0bc973fb64,KÜTAHYA,DUMLUPINAR,250,4.0,365
TR-485ca0c3a3,KÜTAHYA,EMET,951,4.0,365
TR-ba99f6c18e,KÜTAHYA,GEDİZ,1193,4.0,365
TR-1316d26766,KÜTAHYA,HİSARCIK,370,4.0,365
TR-708c82b6c9,KÜTAHYA,KÜTAHYA,0,4.0,365
TR-aa7114bbbd,KÜTAHYA,PAZARLAR,115,4.0,365
TR-defc8fb5bb,KÜTAHYA,SİMAV,1515,4.0,365
TR-33866787d4,KÜTAHYA,TAVŞANLI,1899,4.0,365
TR-85543a21dd,KÜTAHYA,ÇAVDARHİSAR,429,4.0,365
TR-5aa1878523,KÜTAHYA,ŞAPHANE,229,4.0,365
TR-eacb115273,KİLİS,ELBEYLİ,238,5.0,365
TR-4aa8ead7cc,KİLİS,KİLİS,0,5.0,365
TR-b0fb92f94c,KİLİS,MUSABEYLİ,346,5.0,365
TR-18282a26f1,KİLİS,POLATELİ,218,5.0,365
TR-ffe86b5109,MALATYA,AKÇADAĞ,1118,4.0,365
TR-15de22a4f8,MALATYA,ARAPKİR(ARAPGİR),0,4.0,365
TR-1495bab343,MALATYA,ARGUVAN,1096,4.0,365
TR-b8d959be37,MALATYA,BATTALGAZİ,947,4.0,365
TR-497fe1cf03,MALATYA,DARENDE,1482,4.0,365
TR-91e46a88f8,MALATYA,DOĞANYOL,177,4.0,365
TR-65565eb800,MALATYA,DOĞANŞEHİR,1364,4.0,365
TR-43d843b5ae,MALATYA,HEKİMHAN,1514,4.0,365
TR-7eb356e95b,MALATYA,KALE,237,4.0,365
TR-9be9737aa1,MALATYA,KULUNCAK,645,4.0,365
TR-a36b6cbdd3,MALATYA,MALATYA,0,4.0,365
TR-1d1d1e9104,MALATYA,PÜTÜRGE(PÖTÜRGE),0,4.0,365
TR-ed2e1c73fe,MALATYA,YAZIHAN,653,4.0,365
TR-e3613f4657,MALATYA,YEŞİLYURT,953,4.0,365
TR-1c7d63550d,MANİSA,AHMETLİ,227,3.0,365
TR-98630c014d,MANİSA,AKHİSAR,1645,3.0,365
TR-aa33d80033,MANİSA,ALAŞEHİR,971,3.0,365
TR-a93f27d48d,MANİSA,DEMİRCİ,1321,3.0,365
TR-40d7cada0c,MANİSA,GÖLMARMARA,310,3.0,365
TR-5a3af89829,MANİSA,GÖRDES,902,3.0,365
TR-f0885e36cb,MANİSA,KIRKAĞAÇ,541,3.0,365
TR-3758fb3fca,MANİSA,KULA,981,3.0,365
TR-94e8fef059,MANİSA,KÖPRÜBAŞI,447,3.0,365
TR-ae1912de99,MANİSA,MANİSA,0,3.0,365
TR-6b3f6d011f,MANİSA,SALİHLİ,1359,3.0,365
TR-17c5fa87d8,MANİSA,SARIGÖL,432,3.0,365
TR-8d605ac733,MANİSA,SARUHANLI,771,3.0,365
TR-dc78cdcf42,MANİSA,SELENDİ,726,3.0,365
TR-be23dcafa1,MANİSA,SOMA,820,3.0,365
TR-26cf1aed68,MANİSA,TURGUTLU,549,3.0,365
TR-18f5627920,MARDİN,DARGEÇİT,519,6.0,365
TR-a6d8b4c121,MARDİN,DERİK,1381,6.0,365
TR-0842b2617e,MARDİN,KIZILTEPE,1236,6.0,365
TR-6c8c7b5832,MARDİN,MARDİN,0,6.0,365
TR-9ac583b9d4,MARDİN,MAZIDAĞI,850,6.0,365
TR-1e30779ce8,MARDİN,MİDYAT(ESTEL),0,6.0,365
TR-a51bfaf2bf,MARDİN,NUSAYBİN,1079,6.0,365
TR-1e6fa88e95,MARDİN,SAVUR,962,6.0,365
TR-2477a161c5,MARDİN,YEŞİLLİ,168,6.0,365
TR-1803ae1f0f,MARDİN,ÖMERLİ,458,6.0,365
TR-803a919118,MERSİN(İÇEL),AKDENİZ,0,3.0,365
TR-d0ab088635,MERSİN(İÇEL),ANAMUR,0,3.0,365
TR-cf6b4c7d9a,MERSİN(İÇEL),AYDINCIK,0,3.0,365
TR-7ba642e59a,MERSİN(İÇEL),BOZYAZI,0,3.0,365
TR-12b8ae77bd,MERSİN(İÇEL),ERDEMLİ,0,3.0,365
TR-51c1acb869,MERSİN(İÇEL),GÜLNAR (GÜLPINAR),0,3.0,365
TR-e4c462a713,MERSİN(İÇEL),MEZİTLİ,0,3.0,365
TR-f9c73e7f0b,MERSİN(İÇEL),MUT,0,3.0,365
TR-99952ddc81,MERSİN(İÇEL),SİLİFKE,0,3.0,365
TR-9bd34d32e4,MERSİN(İÇEL),TARSUS,0,3.0,365
TR-b8df6e2b61,MERSİN(İÇEL),TOROSLAR,0,3.0,365
TR-775581ea4f,MERSİN(İÇEL),YENİŞEHİR,0,3.0,365
TR-0959186080,MERSİN(İÇEL),ÇAMLIYAYLA,0,3.0,365
TR-835915660d,MUĞLA,BODRUM,650,1.0,365
TR-0adc23cfac,MUĞLA,DALAMAN,608,1.0,365
TR-8df636e5d8,MUĞLA,DATÇA,436,1.0,365
TR-b70f917be4,MUĞLA,FETHİYE,875,1.0,365
TR-3285f09740,MUĞLA,KAVAKLIDERE,302,1.0,365
TR-8da789c435,MUĞLA,KÖYCEĞİZ,1329,1.0,365
TR-9e1c10eede,MUĞLA,MARMARİS,906,1.0,365
TR-cb75c26a4a,MUĞLA,MUĞLA,0,1.0,365
TR-0c72b7c1b5,MUĞLA,MİLAS,2067,1.0,365
TR-b78d920f4b,MUĞLA,ORTACA,285,1.0,365
TR-f1f2ae6882,MUĞLA,ULA,479,1.0,365
TR-50631d09b8,MUĞLA,YATAĞAN,851,1.0,365
TR-4254ef6dc8,MUŞ,BULANIK,1948,6.0,365
TR-9d9c5875dd,MUŞ,HASKÖY,264,6.0,365
TR-5a8206ecee,MUŞ,KORKUT,775,6.0,365
TR-1ff1a8e897,MUŞ,MALAZGİRT,1595,6.0,365
TR-eca3eeeab4,MUŞ,MUŞ,0,6.0,365
TR-80c25773b4,MUŞ,VARTO,1318,6.0,365
TR-e32bb1147b,NEVŞEHİR,ACIGÖL,456,4.0,365
TR-d962785257,NEVŞEHİR,AVANOS,995,4.0,365
TR-a3bc7af4f8,NEVŞEHİR,DERİNKUYU,473,4.0,365
TR-e1a05963c6,NEVŞEHİR,GÜLŞEHİR,879,4.0,365
TR-ba6604830f,NEVŞEHİR,HACIBEKTAŞ,750,4.0,365
TR-b195a19fa3,NEVŞEHİR,KOZAKLI,772,4.0,365
TR-14a74802d5,NEVŞEHİR,NEVŞEHİR,0,4.0,365
TR-d3d69c0f54,NEVŞEHİR,ÜRGÜP,587,4.0,365
TR-a5a4da78c2,NİĞDE,ALTUNHİSAR,552,5.0,365
TR-87b533a43c,NİĞDE,BOR,1522,5.0,365
TR-d1c130a17f,NİĞDE,NİĞDE,0,5.0,365
TR-ef6c735526,NİĞDE,ULUKIŞLA,1375,5.0,365
TR-83977249f5,NİĞDE,ÇAMARDI,1163,5.0,365
TR-6bf3bab281,NİĞDE,ÇİFTLİK(ÖZYURT),0,5.0,365
TR-be6435e3c4,ORDU,AKKUŞ,697,5.0,365
TR-f75c55e5f8,ORDU,AYBASTI,250,5.0,365
TR-6e8a069583,ORDU,FATSA,363,5.0,365
TR-1bffe39db9,ORDU,GÖLKÖY,421,5.0,365
TR-51b48844bb,ORDU,GÜLYALI,62,5.0,365
TR-464d886967,ORDU,GÜRGENTEPE,185,5.0,365
TR-cb8baf25a0,ORDU,KABADÜZ(KARADÜZ),0,5.0,365
TR-a534824aab,ORDU,KABATAŞ,74,5.0,365
TR-d2ea53152f,ORDU,KORGAN,254,5.0,365
TR-0901911c09,ORDU,KUMRU,296,5.0,365
TR-617eb7ec26,ORDU,MESUDİYE,1046,5.0,365
TR-538ae5c9c7,ORDU,ORDU,0,5.0,365
TR-90e6afbe63,ORDU,PERŞEMBE,217,5.0,365
TR-399b96f0b2,ORDU,ULUBEY,295,5.0,365
TR-92e9de32d5,ORDU,ÇAMAŞ,81,5.0,365
TR-5d1be84f3a,ORDU,ÇATALPINAR,101,5.0,365
TR-bf5b1e1bb7,ORDU,ÇAYBAŞI,102,5.0,365
TR-1396d8def9,ORDU,ÜNYE,569,5.0,365
TR-24d9a2f2a3,ORDU,İKİZCE,148,5.0,365
TR-bb493da872,OSMANİYE,BAHÇE,208,5.0,365
TR-bffee7c8c1,OSMANİYE,DÜZİÇİ,595,5.0,365
TR-ebe3f0420d,OSMANİYE,HASANBEYLİ,168,5.0,365
TR-f6f727054a,OSMANİYE,KADİRLİ,1021,5.0,365
TR-25b9e7fb15,OSMANİYE,OSMANİYE,0,5.0,365
TR-9dc08152df,OSMANİYE,SUMBAS,358,5.0,365
TR-fe17bcd0c0,OSMANİYE,TOPRAKKALE,112,5.0,365
TR-ca84e7a418,RİZE,ARDEŞEN,376,4.0,365
TR-201b36c61f,RİZE,DEREPAZARI,28,4.0,365
TR-67ab41ea3a,RİZE,FINDIKLI,383,4.0,365
TR-cdea90c1f9,RİZE,GÜNEYSU,159,4.0,365
TR-e46c01697b,RİZE,HEMŞİN,134,4.0,365
TR-86ad4589f2,RİZE,KALKANDERE,107,4.0,365
TR-b4535aafe1,RİZE,PAZAR,173,4.0,365
TR-0da8ba19e6,RİZE,RİZE,0,4.0,365
TR-f8306cab0d,RİZE,ÇAMLIHEMŞİN,897,4.0,365
TR-a47431e3f1,RİZE,ÇAYELİ,442,4.0,365
TR-c9f6d3390d,RİZE,İKİZDERE,855,4.0,365
TR-01e7b4264c,RİZE,İYİDERE,28,4.0,365
TR-b071b8df95,SAKARYA,ADAPAZARI,324,2.0,365
TR-6ecc6fc74b,SAKARYA,AKYAZI,628,2.0,365
TR-4db9f9adb6,SAKARYA,ARİFİYE,75,2.0,365
TR-698a52e2e8,SAKARYA,ERENLER,136,2.0,365
TR-f4b3b282bc,SAKARYA,FERİZLİ,173,2.0,365
TR-947899331c,SAKARYA,GEYVE,662,2.0,365
TR-969799c4fa,SAKARYA,HENDEK,646,2.0,365
TR-92b9f0c6b3,SAKARYA,KARAPÜRÇEK,142,2.0,365
TR-b348934888,SAKARYA,KARASU,411,2.0,365
TR-fec668e511,SAKARYA,KAYNARCA,343,2.0,365
TR-fae0c382df,SAKARYA,KOCAALİ,254,2.0,365
TR-417b68ad73,SAKARYA,PAMUKOVA,289,2.0,365
TR-bfd5f3612a,SAKARYA,SAPANCA,173,2.0,365
TR-26848cb068,SAKARYA,SERDİVAN,130,2.0,365
TR-cdd1799352,SAKARYA,SÖĞÜTLÜ,145,2.0,365
TR-40ba654ace,SAKARYA,TARAKLI,292,2.0,365
TR-84a953cf08,SAMSUN,ALAÇAM,598,3.0,365
TR-0f2eb17e78,SAMSUN,ASARCIK,253,3.0,365
TR-2a2e45355c,SAMSUN,ATAKUM,351,3.0,365
TR-dff413f8cb,SAMSUN,AYVACIK,382,3.0,365
TR-731bb02944,SAMSUN,BAFRA,1503,3.0,365
TR-439aa196e3,SAMSUN,CANİK,264,3.0,365
TR-5dac5f248b,SAMSUN,HAVZA,865,3.0,365
TR-7e45ce7f7e,SAMSUN,KAVAK,697,3.0,365
TR-f5ba3b7577,SAMSUN,LADİK,541,3.0,365
TR-9689e18f70,SAMSUN,ONDOKUZMAYIS(BALLICA),0,3.0,365
TR-c04462d8c6,SAMSUN,SALIPAZARI,356,3.0,365
TR-6704af1be1,SAMSUN,TEKKEKÖY,326,3.0,365
TR-fd1f7f9bb4,SAMSUN,TERME,548,3.0,365
TR-7b2c9e886f,SAMSUN,VEZİRKÖPRÜ,1674,3.0,365
TR-3e9ea5c6a2,SAMSUN,YAKAKENT,204,3.0,365
TR-72a1716a9d,SAMSUN,ÇARŞAMBA,774,3.0,365
TR-436a0c3d4e,SAMSUN,İLKADIM,155,3.0,365
TR-36d25e9daa,SİNOP,AYANCIK,862,5.0,365
TR-92ccaf3364,SİNOP,BOYABAT,1512,5.0,365
TR-1b88f75126,SİNOP,DURAĞAN,995,5.0,365
TR-2f6f13448f,SİNOP,DİKMEN,411,5.0,365
TR-bdb1d116c0,SİNOP,ERFELEK,412,5.0,365
TR-0d4cfdddc2,SİNOP,GERZE,487,5.0,365
TR-2beae14df4,SİNOP,SARAYDÜZÜ,334,5.0,365
TR-f54aea5e6d,SİNOP,SİNOP,0,5.0,365
TR-bce6741b36,SİNOP,TÜRKELİ,263,5.0,365
TR-8e8b266a88,SİVAS,AKINCILAR,432,4.0,365
TR-281e224f0b,SİVAS,ALTINYAYLA,654,4.0,365
TR-2311fd27db,SİVAS,DOĞANŞAR,370,4.0,365
TR-1541351bcc,SİVAS,DİVRİĞİ,2632,4.0,365
TR-46fdd48ccd,SİVAS,GEMEREK,1131,4.0,365
TR-ee09444e14,SİVAS,GÖLOVA,286,4.0,365
TR-f5bd85fb6a,SİVAS,GÜRÜN,2632,4.0,365
TR-79c8df41d2,SİVAS,HAFİK,1765,4.0,365
TR-0553c14ace,SİVAS,KANGAL,3342,4.0,365
TR-6efb3faeb9,SİVAS,KOYULHİSAR,891,4.0,365
TR-19ab2f374d,SİVAS,SUŞEHRİ,939,4.0,365
TR-34d8f1d241,SİVAS,SİVAS,0,4.0,365
TR-fd2cc837f9,SİVAS,ULAŞ,1092,4.0,365
TR-7322f5a981,SİVAS,YILDIZELİ,2529,4.0,365
TR-f62dd5469c,SİVAS,ZARA,2616,4.0,365
TR-a03035f36a,SİVAS,İMRANLI,1292,4.0,365
TR-2b1faf3c34,SİVAS,ŞARKIŞLA,2073,4.0,365
TR-bf5bc44bac,SİİRT,AYDINLAR,0,6.0,365
TR-2ea5fc808e,SİİRT,BAYKAN,488,6.0,365
TR-b4049b2095,SİİRT,ERUH,1061,6.0,365
TR-6ebddcfc4a,SİİRT,KURTALAN,811,6.0,365
TR-5e3cd2d23f,SİİRT,PERVARİ,1651,6.0,365
TR-81d8a42539,SİİRT,SİİRT,0,6.0,365
TR-3323d5f602,SİİRT,ŞİRVAN,936,6.0,365
TR-8984cfc0cc,TEKİRDAĞ,HAYRABOLU,1009,2.0,365
TR-bbf66a532f,TEKİRDAĞ,MALKARA,1243,2.0,365
TR-622dd724fd,TEKİRDAĞ,MARMARAEREĞLİSİ,0,2.0,365
TR-a2d5cfbe93,TEKİRDAĞ,MURATLI,388,2.0,365
TR-f12db01319,TEKİRDAĞ,SARAY,620,2.0,365
TR-28a63d8ce6,TEKİRDAĞ,TEKİRDAĞ,0,2.0,365
TR-eebeddfce4,TEKİRDAĞ,ÇERKEZKÖY,86,2.0,365
TR-dd353cdd72,TEKİRDAĞ,ÇORLU,531,2.0,365
TR-38dc1f8978,TEKİRDAĞ,ŞARKÖY,487,2.0,365
TR-34b5f282ff,TOKAT,ALMUS,1033,5.0,365
TR-66ddd5a5b8,TOKAT,ARTOVA,444,5.0,365
TR-b1c468e5e6,TOKAT,BAŞÇİFTLİK,246,5.0,365
TR-97ec8cb68d,TOKAT,ERBAA,1173,5.0,365
TR-d45fca5c48,TOKAT,NİKSAR,889,5.0,365
TR-7974574407,TOKAT,PAZAR,188,5.0,365
TR-8069036493,TOKAT,REŞADİYE,1102,5.0,365
TR-fd68f07635,TOKAT,SULUSARAY,266,5.0,365
TR-5bbf379e4b,TOKAT,TOKAT,0,5.0,365
TR-1e6a425c2e,TOKAT,TURHAL,940,5.0,365
TR-d73f30505e,TOKAT,YEŞİLYURT,280,5.0,365
TR-22ecb22459,TOKAT,ZİLE,1480,5.0,365
TR-bfc51c2e42,TRABZON,AKÇAABAT,375,3.0,365
TR-d5d9f57f88,TRABZON,ARAKLI,464,3.0,365
TR-e6a5929815,TRABZON,ARSİN,157,3.0,365
TR-d5544257e0,TRABZON,BEŞİKDÜZÜ,84,3.0,365
TR-97a5717c5a,TRABZON,DERNEKPAZARI,89,3.0,365
TR-dbcca3cfcd,TRABZON,DÜZKÖY,125,3.0,365
TR-6a782e6d0c,TRABZON,HAYRAT,244,3.0,365
TR-f4f99f050f,TRABZON,KÖPRÜBAŞI,189,3.0,365
TR-9fcd38003e,TRABZON,MAÇKA,925,3.0,365
TR-a58b08d657,TRABZON,OF,258,3.0,365
TR-67531204e9,TRABZON,SÜRMENE,166,3.0,365
TR-74dcca3300,TRABZON,TONYA,176,3.0,365
TR-42a7ad68ca,TRABZON,TRABZON,0,3.0,365
TR-3b770a2bf0,TRABZON,VAKFIKEBİR,141,3.0,365
TR-d8dd7a1917,TRABZON,YOMRA,200,3.0,365
TR-d907feb814,TRABZON,ÇARŞIBAŞI,66,3.0,365
TR-3952013b73,TRABZON,ÇAYKARA,574,3.0,365
TR-08c50ef281,TRABZON,ŞALPAZARI,161,3.0,365
TR-4312895cf0,TUNCELİ,HOZAT,663,5.0,365
TR-9fe217d022,TUNCELİ,MAZGİRT,702,5.0,365
TR-0032ee6932,TUNCELİ,NAZIMİYE,543,5.0,365
TR-ef8b0385d7,TUNCELİ,OVACIK,1401,5.0,365
TR-e231b8ff8b,TUNCELİ,PERTEK,858,5.0,365
TR-6557846730,TUNCELİ,PÜLÜMÜR,1437,5.0,365
TR-13b15b8d72,TUNCELİ,TUNCELİ,0,5.0,365
TR-47c1ae0c7e,TUNCELİ,ÇEMİŞGEZEK,851,5.0,365
TR-a7eebb9f21,UŞAK,BANAZ,1114,3.0,365
TR-954f599d7a,UŞAK,EŞME,1156,3.0,365
TR-3fa72c4b26,UŞAK,KARAHALLI,330,3.0,365
TR-2fcd18b983,UŞAK,SİVASLI,473,3.0,365
TR-26b057e533,UŞAK,ULUBEY,828,3.0,365
TR-204e5d71a9,UŞAK,UŞAK,0,3.0,365
