district_id,source_province,source_district,source_name,normalized_name,match_method,confidence
TR-a6230d8c75,ÇORUM,KARGI,ÇORUM / KARGI,CORUM|KARGI,exact,1.0
TR-5a58211936,ÇORUM,LAÇİN,ÇORUM / LAÇİN,CORUM|LACIN,exact,1.0
TR-3fd582415f,ÇORUM,MECİTÖZÜ,ÇORUM / MECİTÖZÜ,CORUM|MECITOZU,exact,1.0
TR-4c214302a5,ÇORUM,ORTAKÖY,ÇORUM / ORTAKÖY,CORUM|ORTAKOY,exact,1.0
TR-f9075e3b7e,ÇORUM,OSMANCIK,ÇORUM / OSMANCIK,CORUM|OSMANCIK,exact,1.0
TR-cb28162b04,ÇORUM,OĞUZLAR(KARAÖREN),ÇORUM / OĞUZLAR(KARAÖREN),CORUM|OGUZLAR(KARAOREN),exact,1.0
TR-413025dee6,ÇORUM,SUNGURLU,ÇORUM / SUNGURLU,CORUM|SUNGURLU,exact,1.0
TR-3629831d59,ÇORUM,UĞURLUDAĞ,ÇORUM / UĞURLUDAĞ,CORUM|UGURLUDAG,exact,1.0
TR-4fb873e699,ÇORUM,ÇORUM,ÇORUM / ÇORUM,CORUM|CORUM,exact,1.0
TR-d2012e790e,ÇORUM,İSKİLİP,ÇORUM / İSKİLİP,CORUM|ISKILIP,exact,1.0
TR-374651f8e4,İSTANBUL,ADALAR,İSTANBUL / ADALAR,ISTANBUL|ADALAR,exact,1.0
TR-693efd6f62,İSTANBUL,ARNAVUTKÖY,İSTANBUL / ARNAVUTKÖY,ISTANBUL|ARNAVUTKOY,exact,1.0
TR-37eb586667,İSTANBUL,ATAŞEHİR,İSTANBUL / ATAŞEHİR,ISTANBUL|ATASEHIR,exact,1.0
TR-87052831a0,İSTANBUL,AVCILAR,İSTANBUL / AVCILAR,ISTANBUL|AVCILAR,exact,1.0
TR-47f0cdb49c,İSTANBUL,BAHÇELİEVLER,İSTANBUL / BAHÇELİEVLER,ISTANBUL|BAHCELIEVLER,exact,1.0
TR-e725275c62,İSTANBUL,BAKIRKÖY,İSTANBUL / BAKIRKÖY,ISTANBUL|BAKIRKOY,exact,1.0
TR-5ae247610f,İSTANBUL,BAYRAMPAŞA,İSTANBUL / BAYRAMPAŞA,ISTANBUL|BAYRAMPASA,exact,1.0
TR-06fb3db9b7,İSTANBUL,BAĞCILAR,İSTANBUL / BAĞCILAR,ISTANBUL|BAGCILAR,exact,1.0
TR-63139a7dda,İSTANBUL,BAŞAKŞEHİR,İSTANBUL / BAŞAKŞEHİR,ISTANBUL|BASAKSEHIR,exact,1.0
TR-9909dafc55,İSTANBUL,BEYKOZ,İSTANBUL / BEYKOZ,ISTANBUL|BEYKOZ,exact,1.0
TR-dd296f27a0,İSTANBUL,BEYLİKDÜZÜ,İSTANBUL / BEYLİKDÜZÜ,ISTANBUL|BEYLIKDUZU,exact,1.0
TR-a74029e832,İSTANBUL,BEYOĞLU,İSTANBUL / BEYOĞLU,ISTANBUL|BEYOGLU,exact,1.0
TR-f9c84a968d,İSTANBUL,BEŞİKTAŞ,İSTANBUL / BEŞİKTAŞ,ISTANBUL|BESIKTAS,exact,1.0
TR-a337eeeba2,İSTANBUL,BÜYÜKÇEKMECE,İSTANBUL / BÜYÜKÇEKMECE,ISTANBUL|BUYUKCEKMECE,exact,1.0
TR-2541b754ed,İSTANBUL,ESENLER,İSTANBUL / ESENLER,ISTANBUL|ESENLER,exact,1.0
TR-b06eb89071,İSTANBUL,ESENYURT,İSTANBUL / ESENYURT,ISTANBUL|ESENYURT,exact,1.0
TR-e8d1d7f59e,İSTANBUL,EYÜP,İSTANBUL / EYÜP,ISTANBUL|EYUP,exact,1.0
TR-fcf8fbb9f4,İSTANBUL,FATİH,İSTANBUL / FATİH,ISTANBUL|FATIH,exact,1.0
TR-427112846f,İSTANBUL,GAZİOSMANPAŞA,İSTANBUL / GAZİOSMANPAŞA,ISTANBUL|GAZIOSMANPASA,exact,1.0
TR-884410c8ac,İSTANBUL,GÜNGÖREN,İSTANBUL / GÜNGÖREN,ISTANBUL|GUNGOREN,exact,1.0
TR-2fb62af337,İSTANBUL,KADIKÖY,İSTANBUL / KADIKÖY,ISTANBUL|KADIKOY,exact,1.0
TR-14db037dbe,İSTANBUL,KARTAL,İSTANBUL / KARTAL,ISTANBUL|KARTAL,exact,1.0
TR-71d1ab1d1b,İSTANBUL,KAĞITHANE,İSTANBUL / KAĞITHANE,ISTANBUL|KAGITHANE,exact,1.0
TR-bacebe5b22,İSTANBUL,KÜÇÜKÇEKMECE,İSTANBUL / KÜÇÜKÇEKMECE,ISTANBUL|KUCUKCEKMECE,exact,1.0
TR-d92618ef00,İSTANBUL,MALTEPE,İSTANBUL / MALTEPE,ISTANBUL|MALTEPE,exact,1.0
TR-410baa4db8,İSTANBUL,PENDİK,İSTANBUL / PENDİK,ISTANBUL|PENDIK,exact,1.0
TR-2e8a3cd03f,İSTANBUL,SANCAKTEPE,İSTANBUL / SANCAKTEPE,ISTANBUL|SANCAKTEPE,exact,1.0
TR-daef4f8f81,İSTANBUL,SARIYER,İSTANBUL / SARIYER,ISTANBUL|SARIYER,exact,1.0
TR-7a8dad3195,İSTANBUL,SULTANBEYLİ,İSTANBUL / SULTANBEYLİ,ISTANBUL|SULTANBEYLI,exact,1.0
TR-38a4c0a26c,İSTANBUL,SULTANGAZİ,İSTANBUL / SULTANGAZİ,ISTANBUL|SULTANGAZI,exact,1.0
TR-956bc3e9a0,İSTANBUL,SİLİVRİ,İSTANBUL / SİLİVRİ,ISTANBUL|SILIVRI,exact,1.0
TR-001bc55484,İSTANBUL,TUZLA,İSTANBUL / TUZLA,ISTANBUL|TUZLA,exact,1.0
TR-5b6becc0f7,İSTANBUL,ZEYTİNBURNU,İSTANBUL / ZEYTİNBURNU,ISTANBUL|ZEYTINBURNU,exact,1.0
TR-a4ba68641c,İSTANBUL,ÇATALCA,İSTANBUL / ÇATALCA,ISTANBUL|CATALCA,exact,1.0
TR-d7ed8c6c39,İSTANBUL,ÇEKMEKÖY,İSTANBUL / ÇEKMEKÖY,ISTANBUL|CEKMEKOY,exact,1.0
TR-1a23b3fc6c,İSTANBUL,ÜMRANİYE,İSTANBUL / ÜMRANİYE,ISTANBUL|UMRANIYE,exact,1.0
TR-55583f2fae,İSTANBUL,ÜSKÜDAR,İSTANBUL / ÜSKÜDAR,ISTANBUL|USKUDAR,exact,1.0
TR-88aaeae982,İSTANBUL,ŞİLE,İSTANBUL / ŞİLE,ISTANBUL|SILE,exact,1.0
TR-6a8b08bf3e,İSTANBUL,ŞİŞLİ,İSTANBUL / ŞİŞLİ,ISTANBUL|SISLI,exact,1.0
TR-94c1c39830,İZMİR,ALİAĞA,İZMİR / ALİAĞA,IZMIR|ALIAGA,exact,1.0
TR-f12191b14a,İZMİR,BALÇOVA,İZMİR / BALÇOVA,IZMIR|BALCOVA,exact,1.0
TR-78730c511e,İZMİR,BAYINDIR,İZMİR / BAYINDIR,IZMIR|BAYINDIR,exact,1.0
TR-e37f55d6a3,İZMİR,BAYRAKLI,İZMİR / BAYRAKLI,IZMIR|BAYRAKLI,exact,1.0
TR-661e3d941f,İZMİR,BERGAMA,İZMİR / BERGAMA,IZMIR|BERGAMA,exact,1.0
TR-79fac7e690,İZMİR,BEYDAĞ,İZMİR / BEYDAĞ,IZMIR|BEYDAG,exact,1.0
TR-dba5b9616f,İZMİR,BORNOVA,İZMİR / BORNOVA,IZMIR|BORNOVA,exact,1.0
TR-19436be769,İZMİR,BUCA,İZMİR / BUCA,IZMIR|BUCA,exact,1.0
TR-6b756f58d2,İZMİR,DİKİLİ,İZMİR / DİKİLİ,IZMIR|DIKILI,exact,1.0
TR-db569c3b22,İZMİR,FOÇA,İZMİR / FOÇA,IZMIR|FOCA,exact,1.0
TR-5fe8828483,İZMİR,GAZİEMİR,İZMİR / GAZİEMİR,IZMIR|GAZIEMIR,exact,1.0
TR-f73019071f,İZMİR,GÜZELBAHÇE,İZMİR / GÜZELBAHÇE,IZMIR|GUZELBAHCE,exact,1.0
TR-1538e0abd3,İZMİR,KARABAĞLAR,İZMİR / KARABAĞLAR,IZMIR|KARABAGLAR,exact,1.0
TR-d789521942,İZMİR,KARABURUN,İZMİR / KARABURUN,IZMIR|KARABURUN,exact,1.0
TR-660984e7f9,İZMİR,KARŞIYAKA,İZMİR / KARŞIYAKA,IZMIR|KARSIYAKA,exact,1.0
TR-80a5874bae,İZMİR,KEMALPAŞA,İZMİR / KEMALPAŞA,IZMIR|KEMALPASA,exact,1.0
TR-601dc9b8ae,İZMİR,KINIK,İZMİR / KINIK,IZMIR|KINIK,exact,1.0
TR-eb5ab17e08,İZMİR,KONAK,İZMİR / KONAK,IZMIR|KONAK,exact,1.0
TR-e2a6e20d4b,İZMİR,KİRAZ,İZMİR / KİRAZ,IZMIR|KIRAZ,exact,1.0
TR-76c1bb8581,İZMİR,MENDERES(CUMAOVASI),İZMİR / MENDERES(CUMAOVASI),IZMIR|MENDERES(CUMAOVASI),exact,1.0
TR-76db60dd09,İZMİR,MENEMEN,İZMİR / MENEMEN,IZMIR|MENEMEN,exact,1.0
TR-a93ad31e39,İZMİR,NARLIDERE,İZMİR / NARLIDERE,IZMIR|NARLIDERE,exact,1.0
TR-36e995c75c,İZMİR,SEFERİHİSAR,İZMİR / SEFERİHİSAR,IZMIR|SEFERIHISAR,exact,1.0
TR-9da7ac167b,İZMİR,SELÇUK,İZMİR / SELÇUK,IZMIR|SELCUK,exact,1.0
TR-ca01948b82,İZMİR,TORBALI,İZMİR / TORBALI,IZMIR|TORBALI,exact,1.0
TR-c6217b8cd8,İZMİR,TİRE,İZMİR / TİRE,IZMIR|TIRE,exact,1.0
TR-fd5df85f48,İZMİR,URLA,İZMİR / URLA,IZMIR|URLA,exact,1.0
TR-0e5cf10009,İZMİR,ÇEŞME,İZMİR / ÇEŞME,IZMIR|CESME,exact,1.0
TR-f50a43ff6b,İZMİR,ÇİĞLİ,İZMİR / ÇİĞLİ,IZMIR|CIGLI,exact,1.0
TR-a57c22b9fe,İZMİR,ÖDEMİŞ,İZMİR / ÖDEMİŞ,IZMIR|ODEMIS,exact,1.0
TR-f17198f772,ŞANLIURFA,AKÇAKALE,ŞANLIURFA / AKÇAKALE,SANLIURFA|AKCAKALE,exact,1.0
TR-3ec459f989,ŞANLIURFA,BOZOVA,ŞANLIURFA / BOZOVA,SANLIURFA|BOZOVA,exact,1.0
TR-3de5e2bff4,ŞANLIURFA,BİRECİK,ŞANLIURFA / BİRECİK,SANLIURFA|BIRECIK,exact,1.0
TR-68fc693cf8,ŞANLIURFA,CEYLANPINAR,ŞANLIURFA / CEYLANPINAR,SANLIURFA|CEYLANPINAR,exact,1.0
TR-9ba80dfa08,ŞANLIURFA,HALFETİ,ŞANLIURFA / HALFETİ,SANLIURFA|HALFETI,exact,1.0
TR-d3c7833e65,ŞANLIURFA,HARRAN,ŞANLIURFA / HARRAN,SANLIURFA|HARRAN,exact,1.0
TR-0fca505235,ŞANLIURFA,HİLVAN,ŞANLIURFA / HİLVAN,SANLIURFA|HILVAN,exact,1.0
TR-d5ee265291,ŞANLIURFA,SURUÇ,ŞANLIURFA / SURUÇ,SANLIURFA|SURUC,exact,1.0
TR-278405a31f,ŞANLIURFA,SİVEREK,ŞANLIURFA / SİVEREK,SANLIURFA|SIVEREK,exact,1.0
TR-3ac43b80ce,ŞANLIURFA,VİRANŞEHİR,ŞANLIURFA / VİRANŞEHİR,SANLIURFA|VIRANSEHIR,exact,1.0
TR-8bb11dc679,ŞANLIURFA,ŞANLIURFA,ŞANLIURFA / ŞANLIURFA,SANLIURFA|SANLIURFA,exact,1.0
TR-a11d06c1cb,ŞIRNAK,BEYTÜŞŞEBAP,ŞIRNAK / BEYTÜŞŞEBAP,SIRNAK|BEYTUSSEBAP,exact,1.0
TR-73a92cdaaa,ŞIRNAK,CİZRE,ŞIRNAK / CİZRE,SIRNAK|CIZRE,exact,1.0
TR-f5677966c2,ŞIRNAK,GÜÇLÜKONAK,ŞIRNAK / GÜÇLÜKONAK,SIRNAK|GUCLUKONAK,exact,1.0
TR-e57ef74081,ŞIRNAK,SİLOPİ,ŞIRNAK / SİLOPİ,SIRNAK|SILOPI,exact,1.0
TR-3b07fd3b63,ŞIRNAK,ULUDERE,ŞIRNAK / ULUDERE,SIRNAK|ULUDERE,exact,1.0
TR-9a56128712,ŞIRNAK,İDİL,ŞIRNAK / İDİL,SIRNAK|IDIL,exact,1.0
TR-76a11dfefc,ŞIRNAK,ŞIRNAK,ŞIRNAK / ŞIRNAK,SIRNAK|SIRNAK,exact,1.0
